name,online_order,book_table,rate,votes,location,rest_type,cuisines,approx_cost(for two people),listed_in(type),listed_in(city)
Punjab Grill,Yes,No,4.8 /5,650,Whitefield,Casual Dining,North Indian,"2,000",Delivery,Whitefield
Khan Saheb Grills and Rolls,Yes,No,3.8 /5,305,Whitefield,Quick Bites,"Fast Food, Rolls",400,Delivery,Whitefield
Spicy Onion,Yes,No,3.6 /5,30,Whitefield,Casual Dining,"North Indian, Chinese",400,Delivery,Whitefield
nu.tree,Yes,No,4.3 /5,185,Whitefield,"Quick Bites, Beverage Shop","North Indian, Healthy Food, Beverages",400,Delivery,Whitefield
WOW! Momo,Yes,No,2.9 /5,46,Whitefield,"Food Court, Quick Bites","Tibetan, Momos",400,Delivery,Whitefield
Chili's American Grill & Bar,Yes,No,4.6 /5,4955,Whitefield,Casual Dining,"American, Tex-Mex, Burger, BBQ, Mexican","1,400",Delivery,Whitefield
Chef Baker's,Yes,No,4.0 /5,544,Brookefield,Bakery,Bakery,450,Delivery,Whitefield
Gowri Gajanand Sweets,Yes,No,4.0 /5,67,Brookefield,Sweet Shop,"Mithai, Street Food",300,Delivery,Whitefield
Krispy Kreme,Yes,No,4.0 /5,130,Whitefield,Dessert Parlor,"Desserts, Beverages",300,Delivery,Whitefield
Sree Krishna Kafe,Yes,No,3.7 /5,55,Whitefield,Quick Bites,South Indian,200,Delivery,Whitefield
Hyderabad Biryani,Yes,No,3.2 /5,145,Whitefield,Casual Dining,"North Indian, Chinese, Biryani",600,Delivery,Whitefield
Biriyani Section,Yes,No,3.7 /5,28,Whitefield,Quick Bites,"Biryani, North Indian",300,Delivery,Whitefield
Techies Kitchen,Yes,No,3.5 /5,197,"ITPL Main Road, Whitefield",Delivery,"Biryani, North Indian",400,Delivery,Whitefield
True South,Yes,No,,0,Whitefield,"Takeaway, Delivery",Fast Food,200,Delivery,Whitefield
Mugs N Burgers,Yes,Yes,4.0 /5,139,Brookefield,Cafe,"Burger, Juices, Beverages, Fast Food, Cafe, Chinese, Coffee",600,Delivery,Whitefield
Stoner,Yes,No,4.3 /5,549,Whitefield,"Dessert Parlor, Cafe","Ice Cream, Cafe, Pizza, Burger, Desserts, Beverages",500,Delivery,Whitefield
Cafe Coffee Day,Yes,No,3.6 /5,45,Whitefield,Cafe,Cafe,650,Delivery,Whitefield
The Early bell,Yes,No,3.9 /5,197,Whitefield,Quick Bites,"North Indian, Chinese",300,Delivery,Whitefield
Healthie,Yes,No,3.9 /5,121,Whitefield,Delivery,"Healthy Food, Beverages",600,Delivery,Whitefield
Estaa Sweets,Yes,No,3.5 /5,8,Whitefield,Sweet Shop,Mithai,300,Delivery,Whitefield
Hottey Smokey,Yes,No,3.8 /5,83,"ITPL Main Road, Whitefield",Food Court,"Continental, Fast Food",500,Delivery,Whitefield
Combo Biriyani,Yes,No,2.9 /5,9,Whitefield,Delivery,Biryani,400,Delivery,Whitefield
Artinci Artisanal Ice Cream,Yes,No,4.0 /5,58,Whitefield,Dessert Parlor,"Desserts, Ice Cream",300,Delivery,Whitefield
Kababji Cafe,Yes,No,,0,Whitefield,"Takeaway, Delivery","Biryani, Rolls, Middle Eastern, Arabian",300,Delivery,Whitefield
Eatzgreen,Yes,No,3.8 /5,61,Marathahalli,Quick Bites,"Healthy Food, South Indian, Fast Food, North Indian, Beverages",500,Delivery,Whitefield
Lassi Corner,Yes,No,3.3 /5,16,Whitefield,Beverage Shop,"Beverages, Desserts",200,Delivery,Whitefield
Bobacha,Yes,No,4.1 /5,82,Whitefield,Beverage Shop,"Beverages, Bubble Tea, Tea",300,Delivery,Whitefield
Nagas,Yes,No,2.9 /5,9,Whitefield,"Takeaway, Delivery","Andhra, Hyderabadi, North Indian",300,Delivery,Whitefield
Abhiruchi Andhra Mess,Yes,No,3.1 /5,61,Whitefield,Mess,"Andhra, Biryani, South Indian",300,Delivery,Whitefield
Mad Over Donuts,Yes,No,4.2 /5,372,Whitefield,Food Court,"Bakery, Desserts, Beverages",450,Delivery,Whitefield
Bowl N Biryani,Yes,No,3.3 /5,24,"ITPL Main Road, Whitefield",Quick Bites,"Biryani, North Indian, Chinese",500,Delivery,Whitefield
Kolkata Biryani Center,Yes,No,3.8 /5,40,Whitefield,Quick Bites,Biryani,250,Delivery,Whitefield
Pita Pit,Yes,No,3.9 /5,34,Whitefield,Quick Bites,"Healthy Food, Salad, Mexican, Beverages",500,Delivery,Whitefield
Nasi And Mee,Yes,Yes,4.4 /5,907,Whitefield,Casual Dining,"Malaysian, Thai, Singaporean, Asian, Chinese, Momos","1,000",Delivery,Whitefield
Tandoor Box,Yes,No,3.5 /5,69,Brookefield,Casual Dining,"Mughlai, North Indian, Biryani",850,Delivery,Whitefield
You Mee,Yes,No,4.7 /5,277,Whitefield,Casual Dining,"Sushi, Japanese, Chinese, Thai","2,000",Delivery,Whitefield
Masale Daan,No,No,,0,"Varthur Main Road, Whitefield",,North Indian,350,Delivery,Whitefield
Chef Delicacies,Yes,No,2.7 /5,6,"Varthur Main Road, Whitefield","Takeaway, Delivery","Kebab, Rolls, Charcoal Chicken",400,Delivery,Whitefield
Rishitha Restaurant,Yes,No,3.8 /5,90,Whitefield,Quick Bites,"North Indian, Andhra",500,Delivery,Whitefield
KA53,Yes,No,3.9 /5,45,Whitefield,Delivery,"North Indian, Chinese",300,Delivery,Whitefield
Smoor,Yes,No,4.4 /5,390,Whitefield,"Dessert Parlor, Cafe","Desserts, Cafe, Continental",700,Delivery,Whitefield
Biryani Express,Yes,No,3.7 /5,71,Whitefield,Casual Dining,"Biryani, North Indian",600,Delivery,Whitefield
The Grilled & Fried,Yes,No,3.3 /5,130,Whitefield,Quick Bites,Fast Food,300,Delivery,Whitefield
YumYumDilli,Yes,No,3.4 /5,35,Whitefield,Delivery,North Indian,500,Delivery,Whitefield
Lenny's Burgers,Yes,No,NEW,0,Whitefield,"Takeaway, Delivery","Burger, Fast Food",500,Delivery,Whitefield
The Egg Factory,Yes,No,4.0 /5,742,Whitefield,Casual Dining,"Continental, American",750,Delivery,Whitefield
New Rajalakshmi Sweets,Yes,No,3.3 /5,6,Whitefield,Sweet Shop,Mithai,300,Delivery,Whitefield
Ooh La La,Yes,No,3.7 /5,130,Whitefield,Delivery,"North Indian, Biryani",500,Delivery,Whitefield
Keventers,Yes,No,2.9 /5,79,Whitefield,Food Court,"Beverages, Desserts, Ice Cream",400,Delivery,Whitefield
Shan-e-Punjabi Express,Yes,No,3.1 /5,76,Whitefield,Quick Bites,North Indian,400,Delivery,Whitefield
Cake Dilim,Yes,No,3.7 /5,71,Brookefield,Bakery,"Bakery, Desserts",400,Delivery,Whitefield
The Litti Company,Yes,No,3.5 /5,26,Whitefield,"Takeaway, Delivery",Bihari,400,Delivery,Whitefield
Special Biryani House,Yes,No,3.2 /5,202,Whitefield,,"North Indian, Biryani, Chinese",400,Delivery,Whitefield
Raapchick,Yes,No,3.6 /5,49,Brookefield,Quick Bites,"Fast Food, Burger",300,Delivery,Whitefield
Reddy's Restaurant,Yes,No,3.1 /5,35,Whitefield,Quick Bites,"Andhra, Biryani, North Indian",400,Delivery,Whitefield
Bottle Genie,Yes,No,,0,"Varthur Main Road, Whitefield",Beverage Shop,Beverages,350,Delivery,Whitefield
Masala Chai,Yes,No,4.1 /5,196,Whitefield,"Beverage Shop, Quick Bites","Beverages, Fast Food, Tea",250,Delivery,Whitefield
Petuk,Yes,No,3.7 /5,78,Whitefield,Quick Bites,"Bengali, North Indian, Chinese, Biryani",400,Delivery,Whitefield
Chai Galli,Yes,No,4.1 /5,826,Brookefield,Cafe,"Cafe, Street Food",300,Delivery,Whitefield
Ramdev Sagar,Yes,No,3.9 /5,45,Brookefield,Quick Bites,"South Indian, Chinese, Street Food",250,Delivery,Whitefield
Andal Mess,Yes,No,3.6 /5,24,Whitefield,Quick Bites,"South Indian, North Indian",300,Delivery,Whitefield
Little Onnion,Yes,No,3.8 /5,133,"ITPL Main Road, Whitefield",Casual Dining,"Biryani, Andhra",500,Delivery,Whitefield
Chatpata India,Yes,No,3.9 /5,104,Whitefield,Food Court,North Indian,400,Delivery,Whitefield
Toscano,Yes,Yes,4.2 /5,1038,Whitefield,Casual Dining,"Italian, Salad","1,500",Delivery,Whitefield
Happy Endings,Yes,No,4.1 /5,180,"ITPL Main Road, Whitefield","Bakery, Dessert Parlor","Bakery, Desserts",300,Delivery,Whitefield
Shake It Off,Yes,No,4.0 /5,55,Brookefield,Beverage Shop,"Beverages, Fast Food",600,Delivery,Whitefield
Biggies Burger 'n' More,Yes,No,4.0 /5,298,Brookefield,Quick Bites,"Cafe, Burger, Fast Food",400,Delivery,Whitefield
Chikpet Donne Biriyani House,Yes,No,3.3 /5,20,Whitefield,Food Court,"Biryani, Kebab",400,Delivery,Whitefield
The Milkshake Theory,Yes,No,NEW,0,Whitefield,Beverage Shop,"Beverages, Fast Food",400,Delivery,Whitefield
Thalis Of India,Yes,No,3.3 /5,19,Whitefield,Delivery,"South Indian, North Indian, Beverages",500,Delivery,Whitefield
Best In Klass,Yes,No,3.2 /5,47,Whitefield,Quick Bites,South Indian,200,Delivery,Whitefield
Hunger Stop,Yes,No,3.7 /5,102,Whitefield,Quick Bites,"North Indian, Chinese, Fast Food",300,Delivery,Whitefield
Rayalaseema Foods,Yes,No,3.3 /5,9,Whitefield,Quick Bites,"Andhra, Hyderabadi, Biryani",400,Delivery,Whitefield
Hotel Uttam Sagar,Yes,No,3.6 /5,7,Whitefield,Quick Bites,North Indian,400,Delivery,Whitefield
Nikhil's Food Court,Yes,No,3.5 /5,13,Brookefield,Quick Bites,"South Indian, North Indian, Chinese, Fast Food",300,Delivery,Whitefield
Chefactory Gold by Flechazo,Yes,No,3.7 /5,354,Whitefield,Casual Dining,"North Indian, Biryani",700,Delivery,Whitefield
Domino's Pizza,Yes,No,3.0 /5,304,"ITPL Main Road, Whitefield",Quick Bites,"Pizza, Fast Food",400,Delivery,Whitefield
Chaai Resto,Yes,No,3.5 /5,8,Brookefield,Cafe,"Cafe, Rolls, Fast Food",200,Delivery,Whitefield
Nagas,Yes,No,3.4 /5,96,Whitefield,Food Court,"Andhra, South Indian, Hyderabadi",500,Delivery,Whitefield
Punjab Bistro,Yes,Yes,4.2 /5,84,Whitefield,Casual Dining,North Indian,"1,500",Delivery,Whitefield
Hottey Smokey,Yes,No,,0,Whitefield,"Takeaway, Delivery","Asian, Salad, Italian",400,Delivery,Whitefield
Urban Grills Restaurant,No,No,3.5 /5,45,Whitefield,Casual Dining,"Arabian, North Indian, Biryani",700,Delivery,Whitefield
Cookie Man,Yes,No,3.0 /5,14,Whitefield,Dessert Parlor,Bakery,150,Delivery,Whitefield
New Punjabi Tasty Khana,Yes,No,3.0 /5,176,Whitefield,Quick Bites,"North Indian, Biryani, Chinese",400,Delivery,Whitefield
Enchanted Garden,Yes,Yes,4.3 /5,476,Whitefield,"Casual Dining, Cafe","North Indian, Continental, Italian, Cafe, Pizza, Finger Food","1,400",Delivery,Whitefield
Meat And Eat,Yes,No,3.4 /5,28,Whitefield,Quick Bites,"Fast Food, Burger",500,Delivery,Whitefield
Kitchens Of Chettinad,Yes,No,,0,Whitefield,Quick Bites,South Indian,250,Delivery,Whitefield
Smoodies,Yes,No,,0,Whitefield,Delivery,"Beverages, Healthy Food",200,Delivery,Whitefield
Online Cake and Flower.com,Yes,No,3.2 /5,6,Whitefield,Bakery,"Bakery, Desserts",500,Delivery,Whitefield
Noodle Oodle,Yes,No,3.7 /5,12,Whitefield,Delivery,,400,Delivery,Whitefield
Frozen Bottle,Yes,No,3.8 /5,73,Brookefield,Beverage Shop,"Beverages, Desserts",400,Delivery,Whitefield
Aryan's Kitchen,Yes,No,3.1 /5,97,Whitefield,Quick Bites,"North Indian, Fast Food",500,Delivery,Whitefield
InnerChef,Yes,No,3.7 /5,176,Whitefield,Delivery,"North Indian, Continental",500,Delivery,Whitefield
Rivayat,Yes,No,,0,Whitefield,"Takeaway, Delivery","North Indian, Chinese",500,Delivery,Whitefield
Indian Chulha,No,No,,0,Whitefield,Quick Bites,North Indian,200,Delivery,Whitefield
Desi Qulfi,Yes,No,,0,Whitefield,Dessert Parlor,Ice Cream,150,Delivery,Whitefield
Shizusan Shophouse & Bar,Yes,Yes,4.4 /5,1313,Whitefield,"Casual Dining, Bar","Asian, Japanese, Vietnamese, Korean, Chinese, Thai","1,800",Delivery,Whitefield
The Duke Of Juices,Yes,No,3.7 /5,26,Whitefield,"Food Court, Beverage Shop",Beverages,200,Delivery,Whitefield
Thanco's Natural Ice Cream,Yes,No,3.7 /5,69,Whitefield,Dessert Parlor,"Ice Cream, Desserts",450,Delivery,Whitefield
Tall Blonde French,Yes,No,3.6 /5,83,Brookefield,Quick Bites,Fast Food,400,Delivery,Whitefield
House Of Candy,Yes,No,,0,Whitefield,Confectionery,Desserts,200,Delivery,Whitefield
Quality Eat,Yes,No,,0,Whitefield,Casual Dining,South Indian,400,Delivery,Whitefield
Whitefield Social,Yes,No,4.1 /5,2773,Whitefield,Pub,"American, North Indian, Chinese, Finger Food, Momos","1,500",Delivery,Whitefield
Premium Bombay Kulfi,Yes,No,3.2 /5,4,Whitefield,Kiosk,Ice Cream,150,Delivery,Whitefield
Kreme Delight,Yes,No,3.4 /5,21,Whitefield,Bakery,"Bakery, Desserts",300,Delivery,Whitefield
Punjabi by Nature 2.0,Yes,No,4.2 /5,489,Whitefield,"Casual Dining, Microbrewery",North Indian,"1,600",Delivery,Whitefield
Grilliez,Yes,No,NEW,0,Whitefield,"Takeaway, Delivery","Continental, BBQ, Beverages",400,Delivery,Whitefield
Hotel Sai Renaissance,Yes,Yes,3.6 /5,32,Whitefield,Casual Dining,"South Indian, North Indian, Chinese",450,Delivery,Whitefield
Oliver's Pub & Diner,Yes,Yes,3.9 /5,548,Whitefield,"Pub, Casual Dining","Finger Food, American, Continental, Burger, Pizza","1,500",Delivery,Whitefield
Maziga,No,No,4.7 /5,292,Whitefield,Casual Dining,Modern Indian,"1,500",Delivery,Whitefield
NISO Chinese Restaurant,No,No,3.9 /5,36,KR Puram,Quick Bites,"Chinese, Momos",350,Delivery,Whitefield
Habib Shaheb Kolkatta Katti Rolls,Yes,No,3.3 /5,4,Whitefield,Quick Bites,"Rolls, Chinese",200,Delivery,Whitefield
Samosa Singh,Yes,No,3.4 /5,10,"Varthur Main Road, Whitefield",Quick Bites,"North Indian, Mithai",250,Delivery,Whitefield
House Of Candy,Yes,No,,0,Whitefield,Confectionery,Desserts,200,Delivery,Whitefield
Risalo Pizzeria,Yes,No,4.0 /5,121,Brookefield,Quick Bites,"Pizza, Italian, Desserts",900,Delivery,Whitefield
The Wok Shop,Yes,No,4.2 /5,221,Whitefield,Quick Bites,"Asian, Chinese, Momos, Fast Food, Indonesian, Korean",500,Delivery,Whitefield
Bakingo,Yes,No,3.4 /5,6,Marathahalli,Bakery,"Bakery, Desserts",500,Delivery,Whitefield
Mother's Food,Yes,No,3.8 /5,63,Whitefield,Quick Bites,"North Indian, Chinese",200,Delivery,Whitefield
Starter House,Yes,No,3.6 /5,23,Whitefield,Quick Bites,"Chinese, Continental",250,Delivery,Whitefield
Momo Mania,Yes,No,3.8 /5,29,Brookefield,Quick Bites,"Momos, Fast Food",300,Delivery,Whitefield
Le Charcoal,Yes,Yes,4.1 /5,345,Brookefield,Casual Dining,"Arabian, Lebanese, Mughlai, North Indian, BBQ, Chinese",600,Delivery,Whitefield
Foreign CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,Yes,No,3.6 /5,43,Whitefield,Delivery,Continental,500,Delivery,Whitefield
Milkyway Ice Creams & Fast Food,Yes,No,3.7 /5,24,"ITPL Main Road, Whitefield",Quick Bites,"Fast Food, Ice Cream, Beverages",200,Delivery,Whitefield
Taste Of India Family Restaurant,Yes,No,3.2 /5,232,Whitefield,Quick Bites,"North Indian, South Indian",400,Delivery,Whitefield
World In A Bowl,Yes,No,3.5 /5,16,Whitefield,Delivery,"Continental, North Indian, Desserts, Beverages",600,Delivery,Whitefield
The Whitefield Arms Pub & Microbrewery,Yes,Yes,4.2 /5,1113,Whitefield,"Pub, Microbrewery","British, Continental, BBQ","1,600",Delivery,Whitefield
Grill Point,Yes,No,2.9 /5,30,Whitefield,Quick Bites,"North Indian, Mughlai, Chinese",500,Delivery,Whitefield
Punjab Di Rasoi,Yes,No,3.3 /5,5,Whitefield,Quick Bites,North Indian,400,Delivery,Whitefield
The Deli - The Den Bengaluru,Yes,No,3.7 /5,24,"ITPL Main Road, Whitefield",Bakery,"Bakery, Desserts",600,Delivery,Whitefield
Baskin Robbins,Yes,No,2.9 /5,55,Whitefield,Dessert Parlor,"Ice Cream, Desserts",250,Delivery,Whitefield
Cafe Thulp,Yes,No,3.6 /5,57,"ITPL Main Road, Whitefield",Cafe,"Cafe, Burger, Italian, Salad","1,000",Delivery,Whitefield
Mad About China,Yes,No,3.9 /5,147,Whitefield,Food Court,"Chinese, Momos",600,Delivery,Whitefield
"Vindwashini Bakers, Cake and Florist",Yes,No,,0,Whitefield,"Bakery, Quick Bites","Bakery, Fast Food",200,Delivery,Whitefield
Foody's Land,Yes,No,,0,Old Airport Road,Quick Bites,Fast Food,300,Delivery,Whitefield
The Belgian Waffle Company,Yes,No,4.0 /5,50,Brookefield,Dessert Parlor,Desserts,250,Delivery,Whitefield
Crazy Crush - Juices & Desserts Cafe,Yes,No,3.5 /5,11,Whitefield,Beverage Shop,"Beverages, Ice Cream, Fast Food",300,Delivery,Whitefield
Hotel Manu Residency,Yes,No,3.8 /5,201,Whitefield,Casual Dining,"Andhra, North Indian, Chinese, Biryani",550,Delivery,Whitefield
Ooty Chocolates,Yes,No,3.6 /5,16,Whitefield,Dessert Parlor,Desserts,300,Delivery,Whitefield
Rolls & Bowls,Yes,No,4.5 /5,156,Brookefield,Quick Bites,"Rolls, Chinese",250,Delivery,Whitefield
House Of Candy,Yes,No,,0,Whitefield,Confectionery,Desserts,200,Delivery,Whitefield
YumYumSouth,Yes,No,3.5 /5,50,Whitefield,Delivery,South Indian,600,Delivery,Whitefield
Cream and Fudge,Yes,No,3.3 /5,13,Brookefield,Dessert Parlor,"Ice Cream, Desserts",250,Delivery,Whitefield
The Wok,Yes,No,2.8 /5,89,Whitefield,Food Court,"Chinese, Momos",500,Delivery,Whitefield
Mr. Cane,Yes,No,,0,Whitefield,Beverage Shop,Beverages,150,Delivery,Whitefield
Gelato Italiano,Yes,No,3.3 /5,6,Brookefield,Dessert Parlor,"Ice Cream, Bakery, Desserts",200,Delivery,Whitefield
Maa Durga Restaurant,Yes,No,3.2 /5,4,Whitefield,Quick Bites,North Indian,300,Delivery,Whitefield
Sri Sai Bhavan,No,No,3.6 /5,38,Brookefield,Quick Bites,South Indian,300,Delivery,Whitefield
The Big Spoon,Yes,No,3.8 /5,45,Whitefield,Casual Dining,"North Indian, Mughlai",750,Delivery,Whitefield
Cake 24x7,Yes,No,3.2 /5,10,Whitefield,Bakery,"Bakery, Desserts",450,Delivery,Whitefield
Cafesta,Yes,No,4.3 /5,590,Whitefield,Cafe,"Cafe, Italian, Fast Food, Desserts",550,Delivery,Whitefield
Kettle & Kegs,Yes,No,3.4 /5,17,Whitefield,Delivery,"Tea, Beverages",200,Delivery,Whitefield
Andhra Ruchulu,Yes,No,3.5 /5,108,Brookefield,Food Court,"Andhra, North Indian, Chinese, Biryani",500,Delivery,Whitefield
Hotel Triloka,Yes,No,3.3 /5,7,Whitefield,Quick Bites,North Indian,400,Delivery,Whitefield
INDULGE by InnerChef,Yes,No,3.6 /5,32,Whitefield,Bakery,"Desserts, Bakery",400,Delivery,Whitefield
Desi Chai,Yes,No,,0,Marathahalli,Quick Bites,"Tea, Fast Food",300,Delivery,Whitefield
The Beer Cafe,Yes,Yes,4.1 /5,673,Whitefield,Pub,"Finger Food, North Indian, Chinese, Italian","1,400",Delivery,Whitefield
Petoo,Yes,No,4.0 /5,143,Whitefield,Casual Dining,"North Indian, Fast Food, Street Food",800,Delivery,Whitefield
ASIA SEVEN,Yes,No,3.3 /5,4,Whitefield,Food Court,Chinese,300,Delivery,Whitefield
Happy Eats,Yes,No,,0,Whitefield,Delivery,"North Indian, Continental",300,Delivery,Whitefield
Curries and Pickles,Yes,No,,0,Whitefield,Quick Bites,"Andhra, North Indian, Biryani",250,Delivery,Whitefield
Lassi Magic,Yes,No,3.5 /5,13,Marathahalli,Quick Bites,Beverages,150,Delivery,Whitefield
Windy- Taste Of Home,Yes,Yes,3.6 /5,112,Whitefield,Quick Bites,North Indian,300,Delivery,Whitefield
China On My Plate,Yes,No,,0,Whitefield,Casual Dining,Chinese,800,Delivery,Whitefield
The Chocolate Heaven,Yes,No,3.1 /5,186,Whitefield,"Dessert Parlor, Quick Bites","Desserts, Cafe",600,Delivery,Whitefield
Melting Melodies,Yes,No,,0,Whitefield,Bakery,"Bakery, Desserts",600,Delivery,Whitefield
Anushka Restaurant,Yes,No,3.4 /5,7,Whitefield,Casual Dining,"North Indian, Chinese",600,Delivery,Whitefield
Harry's Bar + Cafe,Yes,Yes,4.1 /5,1218,Whitefield,Pub,"Asian, American, Mexican","1,200",Delivery,Whitefield
New Royal Treat,Yes,No,,0,Whitefield,Quick Bites,"North Indian, Chinese",350,Delivery,Whitefield
Cane Crussh,Yes,No,,0,Whitefield,Beverage Shop,Juices,100,Delivery,Whitefield
Angaar Biriyani,Yes,No,3.7 /5,92,Whitefield,Quick Bites,"Biryani, Chinese, Fast Food",400,Delivery,Whitefield
"Vindhwashni Bakers, Confectioner & Florist",Yes,No,,0,Whitefield,Bakery,"Bakery, Desserts",400,Delivery,Whitefield
Purani Dehli,Yes,No,2.6 /5,60,Whitefield,Food Court,"North Indian, Street Food",600,Delivery,Whitefield
Radha Rani,Yes,No,3.4 /5,252,Brookefield,Quick Bites,"Bengali, North Indian, Chinese",400,Delivery,Whitefield
Taste of Chettinad,Yes,No,3.2 /5,6,Whitefield,Delivery,,400,Delivery,Whitefield
Sbarro,No,No,3.3 /5,82,Whitefield,Food Court,Pizza,500,Delivery,Whitefield
Sherlock's Pub,Yes,Yes,3.3 /5,273,Brookefield,"Pub, Casual Dining","Continental, North Indian, Chinese","1,500",Delivery,Whitefield
Foodhall,Yes,No,3.8 /5,28,Whitefield,Quick Bites,"Fast Food, Salad, Desserts",700,Delivery,Whitefield
Treatley,Yes,No,3.1 /5,425,Whitefield,Delivery,"North Indian, Fast Food",500,Delivery,Whitefield
Andhra Taste,Yes,No,,0,Whitefield,Delivery,Andhra,400,Delivery,Whitefield
Just Bake,Yes,No,3.5 /5,11,Whitefield,Bakery,Bakery,400,Delivery,Whitefield
The Chai Stop,Yes,No,,0,Brookefield,Quick Bites,"Fast Food, Tea",200,Delivery,Whitefield
Bangalore Agarwal Bhavan,Yes,No,3.3 /5,6,Whitefield,Sweet Shop,"Mithai, Street Food",500,Delivery,Whitefield
Foodishq,Yes,No,3.7 /5,72,Whitefield,Quick Bites,North Indian,450,Delivery,Whitefield
Mithai Time,Yes,No,3.0 /5,56,Whitefield,"Sweet Shop, Quick Bites","Mithai, North Indian, Street Food",200,Delivery,Whitefield
Haagen Dazs,Yes,No,3.9 /5,145,Whitefield,Dessert Parlor,"Desserts, Ice Cream",800,Delivery,Whitefield
Lemon Krust,Yes,No,4.0 /5,39,Whitefield,Bakery,"Bakery, Fast Food",150,Delivery,Whitefield
Northern Tadka,Yes,No,,0,Whitefield,Delivery,North Indian,400,Delivery,Whitefield
SOGO - Shakes On The Go,Yes,No,,0,Brookefield,Dessert Parlor,"Desserts, Ice Cream, Beverages",350,Delivery,Whitefield
Tandooriwala,Yes,No,2.7 /5,24,Whitefield,"Food Court, Quick Bites","North Indian, Mughlai, Biryani",700,Delivery,Whitefield
Amoeba Sports Bar,Yes,Yes,3.9 /5,578,Whitefield,"Lounge, Bar","Continental, Chinese","1,000",Delivery,Whitefield
Amaravati Authentic Andhra Restaurant,No,No,3.1 /5,149,Brookefield,Casual Dining,"Andhra, Chinese, North Indian, Biryani",600,Delivery,Whitefield
Kabab Mandra,No,No,2.7 /5,165,Whitefield,Quick Bites,"North Indian, Chinese",300,Delivery,Whitefield
Chinese Street,Yes,No,3.1 /5,134,Whitefield,Casual Dining,Chinese,650,Delivery,Whitefield
Curries And Pickles,Yes,No,,0,Whitefield,Quick Bites,"Andhra, North Indian, Biryani",250,Delivery,Whitefield
Dilli Dil Se,Yes,No,3.6 /5,20,Whitefield,Quick Bites,North Indian,400,Delivery,Whitefield
Drunken Monkey,Yes,No,3.3 /5,8,Whitefield,"Beverage Shop, Quick Bites","Beverages, Fast Food",500,Delivery,Whitefield
Organo Fresh,No,No,,0,Whitefield,Beverage Shop,Juices,150,Delivery,Whitefield
Kaka Food Corner,Yes,No,3.4 /5,89,Whitefield,Quick Bites,North Indian,300,Delivery,Whitefield
Dilli Galli,Yes,No,3.6 /5,43,Whitefield,Quick Bites,North Indian,200,Delivery,Whitefield
Inhouse Burger,No,No,3.3 /5,12,Whitefield,Kiosk,"Burger, Salad, Continental",400,Delivery,Whitefield
The Punjabi Park,Yes,No,3.5 /5,31,Whitefield,Casual Dining,North Indian,500,Delivery,Whitefield
Brilram's Balaji Bhavan,No,No,3.9 /5,141,Whitefield,Casual Dining,"South Indian, North Indian, Chinese",700,Delivery,Whitefield
Kerala Restaurant,No,No,3.4 /5,67,Whitefield,Quick Bites,"Kerala, Biryani",450,Delivery,Whitefield
Vegtaurant,Yes,No,3.7 /5,88,Whitefield,Quick Bites,"North Indian, Chinese",300,Delivery,Whitefield
Crunchie Corner,Yes,No,4.0 /5,46,Brookefield,Quick Bites,"Fast Food, Continental, Desserts",450,Delivery,Whitefield
The Chefs Specials,Yes,No,NEW,0,Whitefield,"Takeaway, Delivery","North Indian, Chinese, Mughlai",400,Delivery,Whitefield
Auntie Fung's,Yes,No,3.8 /5,20,Whitefield,Food Court,"Chinese, Vietnamese, Desserts",700,Delivery,Whitefield
Juice Berg,No,No,3.8 /5,44,Brookefield,Quick Bites,"Beverages, Fast Food",150,Delivery,Whitefield
The North and South Restaurant,Yes,No,3.2 /5,21,Whitefield,"Takeaway, Delivery","North Indian, Chinese, South Indian",400,Delivery,Whitefield
Marigold Fine Dine Restaurant,No,Yes,4.0 /5,292,Whitefield,Casual Dining,"Continental, Asian","1,500",Delivery,Whitefield
Mom's Kitchen,No,No,,0,Whitefield,"Takeaway, Delivery","North Indian, Chinese, South Indian",250,Delivery,Whitefield
Shyam's Lunch Box,Yes,No,3.2 /5,9,Whitefield,Quick Bites,"Biryani, South Indian, Chinese, North Indian",300,Delivery,Whitefield
The Hyderabad Chefs,Yes,No,2.8 /5,63,Whitefield,"Takeaway, Delivery","North Indian, Hyderabadi, Andhra, Chinese",600,Delivery,Whitefield
BelgYum,Yes,No,NEW,0,Whitefield,Dessert Parlor,Desserts,400,Delivery,Whitefield
Tasty Box,No,No,,0,East Bangalore,Delivery,"Arabian, Mughlai, Chinese, Biryani",,Delivery,Whitefield
Treat Restaurant,Yes,No,2.8 /5,32,Whitefield,Quick Bites,"South Indian, North Indian, Chinese, Kerala",400,Delivery,Whitefield
Aashish Foods,Yes,No,2.7 /5,35,Brookefield,Quick Bites,North Indian,150,Delivery,Whitefield
Krutunga Restaurant,Yes,No,3.0 /5,52,Whitefield,Quick Bites,"Andhra, Chinese, North Indian, Biryani, Beverages",400,Delivery,Whitefield
Lulu's Bakery & Fast Food,Yes,No,3.6 /5,84,KR Puram,Quick Bites,"North Indian, Chinese, Street Food",300,Delivery,Whitefield
Smoke - The Sizzler House,No,No,3.6 /5,171,Whitefield,Casual Dining,"Continental, North Indian, Chinese, BBQ",800,Delivery,Whitefield
